    ,date      ,price
923 ,2015-07-09,646.58
924 ,2015-07-08,645.67
925 ,2015-07-07,653.27
926 ,2015-07-06,649.54
927 ,2015-07-03,639.87
928 ,2015-07-02,633.28
929 ,2015-07-01,622.91
930 ,2015-06-30,622.43
931 ,2015-06-29,620.22
932 ,2015-06-26,608.92
933 ,2015-06-25,609.49
934 ,2015-06-24,610.73
935 ,2015-06-23,614.42
936 ,2015-06-22,615.1
937 ,2015-06-19,603.26
938 ,2015-06-18,600.45
939 ,2015-06-17,598.25
940 ,2015-06-16,600.92
941 ,2015-06-15,604.53
942 ,2015-06-12,604.29
943 ,2015-06-11,601.4
944 ,2015-06-10,595.06
945 ,2015-06-09,593.36
946 ,2015-06-08,594.51
947 ,2015-06-05,592.22
948 ,2015-06-04,587.48
949 ,2015-06-03,585.6
950 ,2015-06-02,588.63
951 ,2015-06-01,593.61
952 ,2015-05-29,589.32
953 ,2015-05-28,594.27
954 ,2015-05-27,589.82
955 ,2015-05-26,591.13
956 ,2015-05-25,588.36
957 ,2015-05-22,586.58
958 ,2015-05-21,578.64
959 ,2015-05-20,572.34
960 ,2015-05-19,556.44
961 ,2015-05-18,552.9
962 ,2015-05-15,561.87
963 ,2015-05-14,569.89
964 ,2015-05-13,569.28
965 ,2015-05-12,571.0
966 ,2015-05-11,579.41
967 ,2015-05-08,582.91
968 ,2015-05-07,582.4
969 ,2015-05-06,579.39
970 ,2015-05-05,585.45
971 ,2015-05-04,576.52
972 ,2015-04-27,593.15
973 ,2015-04-24,596.1
974 ,2015-04-23,592.71
975 ,2015-04-22,594.0
976 ,2015-04-21,593.67
977 ,2015-04-20,595.82
978 ,2015-04-17,599.12
979 ,2015-04-16,595.09
980 ,2015-04-15,590.78
981 ,2015-04-14,587.24
982 ,2015-04-13,589.77
983 ,2015-04-10,583.34
984 ,2015-04-09,578.35
985 ,2015-04-08,575.94
986 ,2015-04-07,577.69
987 ,2015-04-06,572.71
988 ,2015-04-03,577.66
989 ,2015-04-02,576.13
990 ,2015-04-01,569.48
991 ,2015-03-31,579.97
992 ,2015-03-30,576.6
993 ,2015-03-27,583.02
994 ,2015-03-26,586.7
995 ,2015-03-25,590.17
996 ,2015-03-24,593.8
997 ,2015-03-23,598.07
998 ,2015-03-20,603.76
999 ,2015-03-19,601.31
1000,2015-03-18,607.18
1001,2015-03-17,611.24
1002,2015-03-16,610.63
1003,2015-03-13,616.94
1004,2015-03-12,620.24
1005,2015-03-11,619.27
1006,2015-03-10,621.1
1007,2015-03-09,620.88
1008,2015-03-06,622.75
1009,2015-03-05,625.25
1010,2015-03-04,629.69
1011,2015-03-03,627.27
1012,2015-03-02,617.05
1013,2015-02-27,618.39
1014,2015-02-26,623.84
1015,2015-02-25,619.44
1016,2015-02-24,624.17
1017,2015-02-13,617.2
1018,2015-02-12,613.36
1019,2015-02-11,607.33
1020,2015-02-10,595.53
1021,2015-02-09,594.77
1022,2015-02-06,595.69
1023,2015-02-05,591.28
1024,2015-02-04,588.83
1025,2015-02-03,585.47
1026,2015-02-02,598.46
1027,2015-01-30,606.54
1028,2015-01-29,613.9
1029,2015-01-28,613.53
1030,2015-01-27,609.98
1031,2015-01-26,612.64
1032,2015-01-23,615.16
1033,2015-01-22,610.31
1034,2015-01-21,606.53
1035,2015-01-20,609.19
1036,2015-01-19,611.64
1037,2015-01-16,614.72
1038,2015-01-15,617.62
1039,2015-01-14,616.84
1040,2015-01-13,619.39
1041,2015-01-12,615.73
1042,2015-01-09,618.41
1043,2015-01-08,606.85
1044,2015-01-07,607.65
1045,2015-01-06,606.37
1046,2015-01-05,599.69
1047,2014-12-31,601.66
1048,2014-12-30,591.18
1049,2014-12-29,583.36
1050,2014-12-26,582.45
1051,2014-12-25,585.19
1052,2014-12-24,591.19
1053,2014-12-23,589.61
1054,2014-12-22,587.56
1055,2014-12-19,570.61
1056,2014-12-18,578.88
1057,2014-12-17,569.71
1058,2014-12-16,591.78
1059,2014-12-15,603.92
1060,2014-12-12,609.33
1061,2014-12-11,604.8
1062,2014-12-10,610.81
1063,2014-12-09,603.85
1064,2014-12-08,619.87
1065,2014-12-05,624.67
1066,2014-12-04,624.31
1067,2014-12-03,619.29
1068,2014-12-02,613.57
1069,2014-12-01,614.44
1070,2014-11-28,611.15
1071,2014-11-27,615.57
1072,2014-11-26,616.48
1073,2014-11-25,623.23
1074,2014-11-24,616.39
1075,2014-11-21,623.74
1076,2014-11-20,628.8
1077,2014-11-19,623.66
1078,2014-11-18,627.84
1079,2014-11-17,637.21
1080,2014-11-14,637.9
1081,2014-11-13,638.87
1082,2014-11-12,641.89
1083,2014-11-11,642.02
1084,2014-11-10,642.9
1085,2014-11-07,642.77
1086,2014-11-06,637.56
1087,2014-11-05,637.68
1088,2014-11-04,639.91
1089,2014-11-03,644.64
1090,2014-10-31,638.78
1091,2014-10-30,627.21
1092,2014-10-29,628.1
1093,2014-10-28,618.99
1094,2014-10-27,615.15
1095,2014-10-24,629.52
1096,2014-10-23,630.84
1097,2014-10-22,637.85
1098,2014-10-21,633.81
1099,2014-10-20,628.09
1100,2014-10-17,624.77
1101,2014-10-16,623.76
1102,2014-10-15,641.63
1103,2014-10-14,641.13
1104,2014-10-13,651.07
1105,2014-10-10,651.72
1106,2014-10-09,657.11
1107,2014-10-08,658.98
1108,2014-10-07,659.16
1109,2014-10-06,662.43
1110,2014-10-03,659.25
1111,2014-10-02,659.64
1112,2014-10-01,655.06
1113,2014-09-30,644.25
1114,2014-09-29,642.98
1115,2014-09-26,649.63
1116,2014-09-25,653.39
1117,2014-09-24,655.14
1118,2014-09-23,658.31
1119,2014-09-22,653.19
1120,2014-09-19,654.54
1121,2014-09-18,659.63
1122,2014-09-17,665.66
1123,2014-09-16,666.66
1124,2014-09-15,668.42
1125,2014-09-12,669.78
1126,2014-09-11,665.09
1127,2014-09-10,666.42
1128,2014-09-09,664.65
1129,2014-09-08,678.83
1130,2014-09-05,677.62
1131,2014-09-04,678.59
1132,2014-09-03,678.9
1133,2014-08-29,676.82
1134,2014-08-28,668.96
1135,2014-08-27,667.9
1136,2014-08-26,668.25
1137,2014-08-25,661.76
1138,2014-08-22,654.96
1139,2014-08-21,649.94
1140,2014-08-20,645.44
1141,2014-08-19,645.46
1142,2014-08-18,647.0
1143,2014-08-15,645.13
1144,2014-08-14,649.85
1145,2014-08-13,645.17
1146,2014-08-12,639.96
1147,2014-08-11,638.22
1148,2014-08-08,641.93
1149,2014-08-07,644.19
1150,2014-08-06,644.0
1151,2014-08-05,643.56
1152,2014-08-04,638.98
1153,2014-08-01,635.01
1154,2014-07-31,637.04
1155,2014-07-30,629.07
1156,2014-07-29,633.58
1157,2014-07-28,630.3
1158,2014-07-25,641.96
1159,2014-07-24,646.64
1160,2014-07-23,640.84
1161,2014-07-22,641.95
1162,2014-07-21,645.33
1163,2014-07-18,645.52
1164,2014-07-17,636.3
1165,2014-07-16,637.13
1166,2014-07-15,636.09
1167,2014-07-14,632.54
1168,2014-07-11,627.1
1169,2014-07-10,628.78
1170,2014-07-09,636.64
1171,2014-07-08,636.21
1172,2014-07-07,636.75
1173,2014-07-04,631.02
1174,2014-07-03,627.17
1175,2014-07-02,620.2
1176,2014-07-01,617.96
1177,2014-06-30,615.06
1178,2014-06-27,616.85
1179,2014-06-26,619.91
1180,2014-06-25,618.1
1181,2014-06-24,612.54
1182,2014-06-23,609.99
1183,2014-06-20,607.23
1184,2014-06-19,613.82
1185,2014-06-18,618.61
1186,2014-06-17,620.61
1187,2014-06-16,618.62
1188,2014-06-13,617.73
1189,2014-06-12,616.11
1190,2014-06-11,615.52
1191,2014-06-10,608.59
1192,2014-06-09,610.92
1193,2014-06-06,608.48
1194,2014-06-05,601.6
1195,2014-06-04,603.83
1196,2014-06-03,612.49
1197,2014-06-02,610.99
1198,2014-05-30,618.0
1199,2014-05-29,615.01
1200,2014-05-28,614.88
1201,2014-05-27,605.87
1202,2014-05-26,596.24
1203,2014-05-23,594.35
1204,2014-05-22,592.75
1205,2014-05-21,596.82
1206,2014-05-20,590.27
1207,2014-05-19,589.31
1208,2014-05-16,581.93
1209,2014-05-15,575.53
1210,2014-05-14,581.83
1211,2014-05-13,560.11
1212,2014-05-12,563.3
1213,2014-05-09,587.91
1214,2014-05-08,575.31
1215,2014-05-07,609.51
1216,2014-05-06,605.2
1217,2014-05-05,614.36
1218,2014-04-29,632.1
1219,2014-04-28,628.9
1220,2014-04-25,636.35
1221,2014-04-24,629.16
1222,2014-04-23,629.78
1223,2014-04-22,630.88
1224,2014-04-21,613.67
1225,2014-04-18,621.13
1226,2014-04-17,642.48
1227,2014-04-16,634.76
1228,2014-04-15,647.74
1229,2014-04-14,661.12
1230,2014-04-11,665.85
1231,2014-04-10,670.06
1232,2014-04-08,672.06
1233,2014-04-07,672.97
1234,2014-04-04,667.33
1235,2014-04-03,664.88
1236,2014-04-02,658.01
1237,2014-04-01,660.13
1238,2014-03-31,670.43
1239,2014-03-28,676.31
1240,2014-03-27,669.89
1241,2014-03-26,664.87
1242,2014-03-25,682.75
1243,2014-03-24,689.32
1244,2014-03-21,679.98
1245,2014-03-20,676.08
1246,2014-03-19,681.94
1247,2014-03-18,673.68
1248,2014-03-17,672.15
1249,2014-03-14,668.39
1250,2014-03-13,669.21
1251,2014-03-12,663.84
1252,2014-03-11,661.61
1253,2014-03-10,655.8
1254,2014-03-07,651.46
1255,2014-03-06,648.62
1256,2014-03-05,645.76
1257,2014-03-04,638.79
1258,2014-03-03,643.95
1259,2014-02-28,663.81
1260,2014-02-27,662.74
1261,2014-02-26,667.91
1262,2014-02-25,661.53
1263,2014-02-24,648.49
1264,2014-02-21,639.37
1265,2014-02-20,638.7
1266,2014-02-19,650.43
1267,2014-02-18,645.6
1268,2014-02-17,638.8
1269,2014-02-14,641.41
1270,2014-02-13,641.73
1271,2014-02-12,637.79
1272,2014-02-11,627.4
1273,2014-02-10,631.42
1274,2014-02-07,622.82
1275,2014-02-06,626.31
1276,2014-01-27,624.7
1277,2014-01-24,627.91
1278,2014-01-23,626.62
1279,2014-01-22,626.04
1280,2014-01-21,634.08
1281,2014-01-20,620.69
1282,2014-01-17,605.5
1283,2014-01-16,589.46
1284,2014-01-15,583.07
1285,2014-01-14,580.59
1286,2014-01-13,576.61
1287,2014-01-10,576.16
1288,2014-01-09,577.19
1289,2014-01-08,573.11
1290,2014-01-07,568.15
1291,2014-01-06,566.3
1292,2014-01-03,562.8
1293,2014-01-02,562.0
1294,2013-12-31,562.2
1295,2013-12-30,556.37
1296,2013-12-27,562.28
1297,2013-12-26,562.45
1298,2013-12-25,561.18
1299,2013-12-24,562.85
1300,2013-12-23,565.98
1301,2013-12-20,560.68
1302,2013-12-19,565.52
1303,2013-12-18,566.27
1304,2013-12-17,565.94
1305,2013-12-16,560.93
1306,2013-12-13,566.47
1307,2013-12-12,567.4
1308,2013-12-11,565.69
1309,2013-12-10,572.13
1310,2013-12-09,573.21
1311,2013-12-06,570.11
1312,2013-12-05,569.18
1313,2013-12-04,570.91
1314,2013-12-03,571.71
1315,2013-12-02,568.87
1316,2013-11-29,569.06
1317,2013-11-28,570.56
1318,2013-11-27,568.33
1319,2013-11-26,568.85
1320,2013-11-25,567.42
1321,2013-11-22,566.28
1322,2013-11-21,563.45
1323,2013-11-20,566.44
1324,2013-11-19,564.89
1325,2013-11-18,565.36
1326,2013-11-15,559.75
1327,2013-11-14,555.73
1328,2013-11-13,553.09
1329,2013-11-12,555.11
1330,2013-11-11,559.32
1331,2013-11-08,556.78
1332,2013-11-07,559.12
1333,2013-11-06,561.93
1334,2013-11-05,557.72
1335,2013-11-04,554.97
1336,2013-11-01,554.73
1337,2013-10-31,555.56
1338,2013-10-30,557.23
1339,2013-10-29,556.15
1340,2013-10-28,555.95
1341,2013-10-25,560.57
1342,2013-10-24,562.02
1343,2013-10-23,565.28
1344,2013-10-22,560.36
1345,2013-10-21,561.3
1346,2013-10-18,559.38
1347,2013-10-17,557.79
1348,2013-10-16,557.15
1349,2013-10-15,553.9
1350,2013-10-14,551.48
1351,2013-10-11,552.16
1352,2013-10-10,551.86
1353,2013-10-09,556.72
1354,2013-10-08,558.55
1355,2013-10-07,557.54
1356,2013-10-04,552.07
1357,2013-10-03,549.58
1358,2013-10-02,552.73
1359,2013-10-01,549.63
1360,2013-09-30,551.56
1361,2013-09-27,545.49
1362,2013-09-26,545.83
1363,2013-09-25,545.83
1364,2013-09-24,543.23
1365,2013-09-23,540.25
1366,2013-09-20,537.57
1367,2013-09-19,533.83
1368,2013-09-18,531.63
1369,2013-09-17,535.8
1370,2013-09-16,531.99
1371,2013-09-13,531.21
1372,2013-09-12,531.17
1373,2013-09-11,531.91
1374,2013-09-10,530.19
1375,2013-09-09,524.17
1376,2013-09-06,534.8
1377,2013-09-05,531.71
1378,2013-09-04,525.66
1379,2013-09-03,527.92
1380,2013-08-30,531.23
1381,2013-08-29,523.51
1382,2013-08-28,528.62
1383,2013-08-27,539.97
1384,2013-08-26,543.38
1385,2013-08-23,542.08
1386,2013-08-22,549.54
1387,2013-08-21,555.93
1388,2013-08-20,557.52
1389,2013-08-19,561.62
1390,2013-08-16,559.16
1391,2013-08-15,559.07
1392,2013-08-14,554.34
1393,2013-08-13,550.36
1394,2013-08-12,550.07
1395,2013-08-09,552.27
1396,2013-08-08,550.07
1397,2013-08-07,553.29
1398,2013-08-06,549.45
1399,2013-08-05,546.18
1400,2013-08-02,545.59
1401,2013-08-01,543.56
1402,2013-07-31,542.52
1403,2013-07-30,541.78
1404,2013-07-29,537.42
1405,2013-07-26,544.88
1406,2013-07-25,544.15
1407,2013-07-24,548.24
1408,2013-07-23,556.79
1409,2013-07-22,557.97
1410,2013-07-19,556.56
1411,2013-07-18,550.67
1412,2013-07-17,551.38
1413,2013-07-16,549.75
1414,2013-07-15,548.6
1415,2013-07-12,548.27
1416,2013-07-11,539.51
1417,2013-07-10,538.97
1418,2013-07-09,541.53
1419,2013-07-08,539.92
1420,2013-07-05,543.38
1421,2013-07-04,543.66
1422,2013-07-03,543.95
1423,2013-07-02,544.98
1424,2013-07-01,534.85
1425,2013-06-28,538.54
1426,2013-06-27,539.89
1427,2013-06-26,529.88
1428,2013-06-25,530.46
1429,2013-06-24,546.56
1430,2013-06-21,553.57
1431,2013-06-20,555.01
1432,2013-06-19,556.73
1433,2013-06-18,552.87
1434,2013-06-17,552.73
1435,2013-06-14,562.97
1436,2013-06-13,571.79
1437,2013-06-12,575.39
1438,2013-06-11,581.15
1439,2013-06-10,584.11
1440,2013-06-07,588.21
1441,2013-06-06,582.92
1442,2013-06-05,577.28
1443,2013-06-04,574.95
1444,2013-06-03,580.89
1445,2013-05-31,581.95
1446,2013-05-30,584.7
1447,2013-05-29,579.33
1448,2013-05-28,577.4
1449,2013-05-27,574.82
1450,2013-05-24,563.81
1451,2013-05-23,561.79
1452,2013-05-22,567.79
1453,2013-05-21,566.46
1454,2013-05-20,558.79
1455,2013-05-17,553.51
1456,2013-05-16,556.01
1457,2013-05-15,551.81
1458,2013-05-14,548.27
1459,2013-05-13,554.38
1460,2013-05-10,551.81
1461,2013-05-09,552.53
1462,2013-05-08,549.74
1463,2013-05-07,549.57
1464,2013-05-06,551.99
1465,2013-05-03,539.33
1466,2013-05-02,536.25
1467,2013-04-26,537.37
1468,2013-04-25,537.23
1469,2013-04-24,531.69
1470,2013-04-23,532.24
1471,2013-04-22,527.63
1472,2013-04-18,532.44
1473,2013-04-17,543.99
1474,2013-04-16,538.17
1475,2013-04-15,540.83
1476,2013-04-12,557.77
1477,2013-04-11,565.76
1478,2013-04-10,558.37
1479,2013-04-09,575.93
1480,2013-04-08,575.02
1481,2013-04-05,570.2
1482,2013-04-04,564.39
1483,2013-04-03,569.33
1484,2013-04-02,573.5
1485,2013-04-01,566.98
1486,2013-03-29,552.28
1487,2013-03-28,551.92
1488,2013-03-27,554.83
1489,2013-03-26,557.17
1490,2013-03-25,561.81
1491,2013-03-22,554.84
1492,2013-03-21,559.39
1493,2013-03-20,551.15
1494,2013-03-19,547.22
1495,2013-03-18,548.72
1496,2013-03-15,553.33
1497,2013-03-14,546.15
1498,2013-03-13,542.94
1499,2013-03-12,547.63
1500,2013-03-11,550.22
1501,2013-03-08,540.01
1502,2013-03-07,533.69
1503,2013-03-06,539.08
1504,2013-03-05,528.29
1505,2013-03-04,534.53
1506,2013-03-01,547.7
1507,2013-02-28,545.68
1508,2013-02-27,535.86
1509,2013-02-26,536.94
1510,2013-02-25,558.17
1511,2013-02-22,551.33
1512,2013-02-21,550.42
1513,2013-02-20,572.38
1514,2013-02-19,570.22
1515,2013-02-18,574.43
1516,2013-02-08,574.18
1517,2013-02-07,571.59
1518,2013-02-06,570.03
1519,2013-02-05,556.83
1520,2013-02-04,562.07
1521,2013-02-01,566.09
1522,2013-01-31,564.01
1523,2013-01-30,572.76
1524,2013-01-29,569.6
1525,2013-01-28,562.6
1526,2013-01-25,547.31
1527,2013-01-24,532.11
1528,2013-01-23,521.92
1529,2013-01-22,521.19
1530,2013-01-21,527.89
1531,2013-01-18,534.97
1532,2013-01-17,537.75
1533,2013-01-16,546.34
1534,2013-01-15,542.73
1535,2013-01-14,537.42
1536,2013-01-11,545.72
1537,2013-01-10,545.8
1538,2013-01-09,531.52
1539,2013-01-08,525.36
1540,2013-01-07,509.18
1541,2013-01-04,498.31
1542,2013-01-03,491.34
1543,2013-01-02,490.82
1544,2012-12-28,485.38
1545,2012-12-27,480.85
1546,2012-12-26,475.93
1547,2012-12-25,469.15
1548,2012-12-24,466.99
1549,2012-12-21,465.24
1550,2012-12-20,468.32
1551,2012-12-19,467.12
1552,2012-12-18,460.42
1553,2012-12-17,462.25
1554,2012-12-14,460.74
1555,2012-12-13,457.83
1556,2012-12-12,457.64
1557,2012-12-11,455.9
1558,2012-12-10,453.69
1559,2012-12-07,449.81
1560,2012-12-06,451.72
1561,2012-12-05,451.61
1562,2012-12-04,448.02
1563,2012-12-03,445.72
1564,2012-11-30,443.68
1565,2012-11-29,444.27
1566,2012-11-28,441.49
1567,2012-11-27,443.68
1568,2012-11-26,445.17
1569,2012-11-23,449.73
1570,2012-11-22,452.24
1571,2012-11-21,452.87
1572,2012-11-20,455.1
1573,2012-11-19,452.36
1574,2012-11-16,455.67
1575,2012-11-15,457.08
1576,2012-11-14,458.21
1577,2012-11-13,455.08
1578,2012-11-12,460.56
1579,2012-11-09,457.23
1580,2012-11-08,455.78
1581,2012-11-07,450.83
1582,2012-11-06,446.63
1583,2012-11-05,446.51
1584,2012-11-02,441.9
1585,2012-11-01,458.06
1586,2012-10-31,458.56
1587,2012-10-30,459.04
1588,2012-10-29,461.03
1589,2012-10-26,462.16
1590,2012-10-25,459.93
1591,2012-10-24,466.62
1592,2012-10-23,469.82
1593,2012-10-22,469.39
1594,2012-10-19,471.26
1595,2012-10-18,471.96
1596,2012-10-17,469.39
1597,2012-10-16,471.68
1598,2012-10-15,461.34
1599,2012-10-12,460.18
1600,2012-10-11,461.28
1601,2012-10-10,461.71
1602,2012-10-09,460.09
1603,2012-10-08,460.26
1604,2012-10-05,453.2
1605,2012-10-04,449.62
1606,2012-10-03,450.44
1607,2012-10-02,448.97
1608,2012-10-01,451.55
1609,2012-09-28,456.48
1610,2012-09-27,458.38
1611,2012-09-26,460.23
1612,2012-09-25,456.52
1613,2012-09-24,454.52
1614,2012-09-21,457.53
1615,2012-09-20,449.66
1616,2012-09-19,457.13
1617,2012-09-18,460.44
1618,2012-09-17,468.32
1619,2012-09-14,463.9
1620,2012-09-13,456.11
1621,2012-09-12,453.96
1622,2012-09-11,453.39
1623,2012-09-10,455.59
1624,2012-09-07,465.94
1625,2012-09-06,463.63
1626,2012-09-05,469.46
1627,2012-09-04,472.78
1628,2012-08-31,465.29
1629,2012-08-30,465.42
1630,2012-08-29,459.64
1631,2012-08-28,454.1
1632,2012-08-27,456.32
1633,2012-08-24,472.75
1634,2012-08-23,464.83
1635,2012-08-22,486.32
1636,2012-08-21,496.39
1637,2012-08-20,521.28
1638,2012-08-17,515.55
1639,2012-08-16,514.47
1640,2012-08-15,516.05
1641,2012-08-14,513.36
1642,2012-08-13,508.99
1643,2012-08-10,506.6
1644,2012-08-09,508.58
1645,2012-08-08,503.74
1646,2012-08-07,502.07
1647,2012-08-06,502.97
1648,2012-08-03,497.38
1649,2012-08-02,494.12
1650,2012-08-01,489.76
1651,2012-07-31,491.98
1652,2012-07-30,492.29
1653,2012-07-27,489.61
1654,2012-07-26,490.78
1655,2012-07-25,488.37
1656,2012-07-24,491.34
1657,2012-07-23,495.86
1658,2012-07-20,497.43
1659,2012-07-19,502.6
1660,2012-07-18,494.11
1661,2012-07-17,493.04
1662,2012-07-16,488.63
1663,2012-07-13,492.36
1664,2012-07-12,483.12
1665,2012-07-11,481.57
1666,2012-07-10,479.58
1667,2012-07-09,482.49
1668,2012-07-06,490.64
1669,2012-07-05,488.82
1670,2012-07-04,485.42
1671,2012-07-03,486.95
1672,2012-07-02,492.66
1673,2012-06-29,497.73
1674,2012-06-28,491.71
1675,2012-06-27,492.77
1676,2012-06-26,493.73
1677,2012-06-25,498.09
1678,2012-06-22,500.34
1679,2012-06-21,504.71
1680,2012-06-20,508.23
1681,2012-06-19,506.67
1682,2012-06-18,510.81
1683,2012-06-15,507.94
1684,2012-06-14,500.24
1685,2012-06-13,504.19
1686,2012-06-12,506.49
1687,2012-06-11,509.99
1688,2012-06-08,508.15
1689,2012-06-07,509.41
1690,2012-06-06,504.11
1691,2012-06-05,498.02
1692,2012-06-04,492.89
1693,2012-06-01,505.65
1694,2012-05-31,507.07
1695,2012-05-30,513.38
1696,2012-05-29,510.81
1697,2012-05-28,513.44
1698,2012-05-25,514.27
1699,2012-05-24,501.58
1700,2012-05-23,508.45
1701,2012-05-22,516.86
1702,2012-05-21,518.86
1703,2012-05-18,504.61
1704,2012-05-17,513.46
1705,2012-05-16,519.7
1706,2012-05-15,522.9
1707,2012-05-14,536.35
1708,2012-05-11,547.94
1709,2012-05-10,554.74
1710,2012-05-09,557.35
1711,2012-05-08,557.02
1712,2012-05-07,552.3
1713,2012-05-04,542.5
1714,2012-05-03,536.1
1715,2012-05-02,539.72
1716,2012-04-27,541.2
1717,2012-04-26,538.1
1718,2012-04-25,542.78
1719,2012-04-24,534.89
1720,2012-04-23,533.6
1721,2012-04-20,533.74
1722,2012-04-19,533.68
1723,2012-04-18,541.6
1724,2012-04-17,544.13
1725,2012-04-16,539.17
1726,2012-04-13,532.3
1727,2012-04-12,537.28
1728,2012-04-11,527.63
1729,2012-04-10,517.4
1730,2012-04-09,515.64
1731,2012-04-06,511.51
1732,2012-04-05,507.35
1733,2012-04-04,500.28
1734,2012-04-03,505.77
1735,2012-03-30,500.07
1736,2012-03-29,498.48
1737,2012-03-28,504.54
1738,2012-03-27,502.41
1739,2012-03-26,517.27
1740,2012-03-23,512.84
1741,2012-03-22,505.54
1742,2012-03-21,506.8
1743,2012-03-20,501.29
1744,2012-03-19,497.22
1745,2012-03-16,496.87
1746,2012-03-15,502.82
1747,2012-03-14,491.23
1748,2012-03-13,486.42
1749,2012-03-12,482.65
1750,2012-03-09,487.03
1751,2012-03-08,489.05
1752,2012-03-07,505.9
1753,2012-03-06,508.41
1754,2012-03-05,524.94
1755,2012-03-02,503.54
1756,2012-03-01,491.01
1757,2012-02-29,485.18
1758,2012-02-28,480.89
1759,2012-02-27,485.85
1760,2012-02-24,477.77
1761,2012-02-23,476.4
1762,2012-02-22,470.97
1763,2012-02-21,462.27
1764,2012-02-20,465.44
1765,2012-02-17,451.22
1766,2012-02-16,443.54
1767,2012-02-15,446.08
1768,2012-02-14,450.22
1769,2012-02-13,446.23
1770,2012-02-10,458.23
1771,2012-02-09,464.73
1772,2012-02-08,460.98
1773,2012-02-07,449.31
1774,2012-02-06,447.47
1775,2012-02-03,449.41
1776,2012-02-02,449.66
1777,2012-02-01,436.95
1778,2012-01-31,432.37
1779,2012-01-30,428.29
1780,2012-01-20,414.34
1781,2012-01-19,414.65
1782,2012-01-18,403.09
1783,2012-01-17,398.93
1784,2012-01-16,397.79
1785,2012-01-13,394.43
1786,2012-01-12,387.98
1787,2012-01-11,389.1
1788,2012-01-10,385.65
1789,2012-01-09,379.12
1790,2012-01-06,374.02
1791,2012-01-05,376.97
1792,2012-01-04,385.42
1793,2012-01-03,385.28
1794,2011-12-30,388.6
1795,2011-12-29,386.93
1796,2011-12-28,385.91
1797,2011-12-27,382.35
1798,2011-12-26,385.69
1799,2011-12-23,388.63
1800,2011-12-22,392.45
1801,2011-12-21,400.73
1802,2011-12-20,399.25
1803,2011-12-19,401.37
1804,2011-12-16,398.25
1805,2011-12-15,394.96
1806,2011-12-14,398.25
1807,2011-12-13,402.11
1808,2011-12-12,405.68
1809,2011-12-09,406.03
1810,2011-12-08,409.49
1811,2011-12-07,415.74
1812,2011-12-06,417.9
1813,2011-12-05,418.27
1814,2011-12-02,411.13
1815,2011-12-01,408.1
1816,2011-11-30,409.32
1817,2011-11-29,412.62
1818,2011-11-28,412.13
1819,2011-11-25,413.14
1820,2011-11-24,413.02
1821,2011-11-23,418.96
1822,2011-11-22,412.06
1823,2011-11-21,410.08
1824,2011-11-18,409.41
1825,2011-11-17,413.75
1826,2011-11-16,416.6
1827,2011-11-15,412.65
1828,2011-11-14,417.3
1829,2011-11-11,422.14
1830,2011-11-10,425.65
1831,2011-11-09,430.58
1832,2011-11-08,434.61
1833,2011-11-07,436.5
1834,2011-11-04,436.72
1835,2011-11-03,435.21
1836,2011-11-02,435.48
1837,2011-11-01,439.32
1838,2011-10-31,444.87
1839,2011-10-28,447.44
1840,2011-10-27,439.67
1841,2011-10-26,436.45
1842,2011-10-25,433.93
1843,2011-10-24,437.26
1844,2011-10-21,434.01
1845,2011-10-20,427.32
1846,2011-10-19,425.56
1847,2011-10-18,429.71
1848,2011-10-17,435.63
1849,2011-10-14,440.96
1850,2011-10-13,439.9
1851,2011-10-12,438.52
1852,2011-10-11,445.07
1853,2011-10-10,447.52
1854,2011-10-07,446.3
1855,2011-10-06,448.98
1856,2011-10-05,445.16
1857,2011-10-04,446.72
1858,2011-10-03,450.39
1859,2011-09-30,455.97
1860,2011-09-29,456.14
1861,2011-09-28,462.12
1862,2011-09-27,464.7
1863,2011-09-26,462.86
1864,2011-09-23,469.09
1865,2011-09-22,477.5
1866,2011-09-21,474.96
1867,2011-09-20,479.38
1868,2011-09-19,484.77
1869,2011-09-16,476.16
1870,2011-09-15,489.35
1871,2011-09-14,487.15
1872,2011-09-13,494.22
1873,2011-09-12,490.28
1874,2011-09-09,491.1
1875,2011-09-08,486.39
1876,2011-09-07,478.33
1877,2011-09-06,471.21
1878,2011-09-05,472.27
1879,2011-09-01,474.54
1880,2011-08-31,461.42
1881,2011-08-30,454.56
1882,2011-08-29,448.5
1883,2011-08-26,438.82
1884,2011-08-25,436.02
1885,2011-08-24,430.73
1886,2011-08-23,436.5
1887,2011-08-22,439.01
1888,2011-08-19,432.48
1889,2011-08-18,436.46
1890,2011-08-17,426.73
1891,2011-08-16,418.86
1892,2011-08-15,417.39
1893,2011-08-12,416.83
1894,2011-08-11,417.31
1895,2011-08-10,418.09
1896,2011-08-09,421.22
1897,2011-08-08,430.37
1898,2011-08-05,436.62
1899,2011-08-04,433.47
1900,2011-08-03,429.39
1901,2011-08-02,433.02
1902,2011-08-01,437.93
1903,2011-07-29,442.44
1904,2011-07-28,444.77
1905,2011-07-27,444.33
1906,2011-07-26,441.67
1907,2011-07-25,441.2
1908,2011-07-22,441.96
1909,2011-07-21,446.02
1910,2011-07-20,449.32
1911,2011-07-19,439.4
1912,2011-07-18,443.66
1913,2011-07-15,441.56
1914,2011-07-14,446.27
1915,2011-07-13,445.59
